NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Cryptococcus laurentii	FHCYFAWUJNC	Cryptococcus laurentii	GBTRE150-13
Cryptococcus diffluens	FHCYFAWUDCE	Cryptococcus diffluens	DBMY048-20
Cryptococcus diffluens	FHCYFAWUCOJ	Cryptococcus diffluens	DBMY048-20
Cryptococcus curvatus	FHCYFAWUCAO	Cryptococcus curvatus	GBTRE1199-15
Cryptococcus albidus	FHCYFAWTVIN	Cryptococcus albidus	DBMY045-20
Cryptococcus albidus	FHCYFAWTUGX	Cryptococcus albidus	DBMY045-20
Cryptococcus albidus	FHCYFAWTTTC	Cryptococcus albidus	DBMY045-20
Gymnopus ocior	FHCYFAWSFIO	Gymnopus ocior	FABOL276-21
Rhodocollybia maculata	FHCYFAWSDSS	Rhodocollybia maculata	GBAGA12523-15
Rhodocollybia maculata	FHCYFAWSCYF	Rhodocollybia maculata	GBAGA12523-15
Gymnopus fagiphilus	FHCYFAWRZLK	Gymnopus fagiphilus	GBAGA9200-13
Gymnopus hariolorum	FHCYFAWRWGE	Gymnopus hariolorum	NOBAS10696-23
Gymnopus fusipes	FHCYFAWRVLG	Gymnopus fusipes	FABOL140-21
Gymnopus erythropus	FHCYFAWRTOS	Gymnopus erythropus	GBAGA171-13
Collybia cookei	FHCYFAWRRDY	Collybia cookei	FABOL662-21
Gymnopus confluens	FHCYFAWRPOC	Gymnopus confluens	ANTIC100-20
Rhodocollybia butyracea	FHCYFAWRNYS	Rhodocollybia butyracea	ANTIC199-20
Rhodocollybia butyracea	FHCYFAWRNDU	Rhodocollybia butyracea	ANTIC199-20
Rhodocollybia butyracea	FHCYFAWRMIW	Rhodocollybia butyracea	ANTIC199-20
Gymnopus aquosus	FHCYFAWRKTA	Gymnopus aquosus	FABOL723-21
Colpoma quercinum	FHCYFAWRCZJ	Colpoma quercinum	GBFSB18206-24
Coccomyces leptideus	FHCYFAWQYKY	Coccomyces leptideus	GBSO5139-13
Coccomyces dentatus	FHCYFAWQWVO	Coccomyces dentatus	GBSO5126-13
Coprobia granulata	FHCYFAWQURX	Coprobia granulata	KFNGI181-19
Cotylidia undulata	FHCYFAWOVIL	Cotylidia undulata	CHIBO049-20
Cochliobolus sativus	FHCYFAWORHV	Cochliobolus sativus	GBPLE4584-15
Cosmospora vilior	FHCYFAWOKWX	Cosmospora vilior	GBHYP5697-13
Dialonectria episphaeria	FHCYFAWOIMO	Dialonectria episphaeria	JRPAA4675-15
Cosmospora coccinea	FHCYFAWOGPP	Cosmospora coccinea	GBHYP10087-15
Corollospora maritima	FHCYFAWNHLR	Corollospora maritima	GBSO7738-13
Cortinarius xanthocephalus	FHCYFAWNDLN	Cortinarius xanthocephalus	GBAGA11735-15
Cortinarius venetus	FHCYFAWMXVM	Cortinarius venetus	FABOL026-21
Cortinarius velenovskyi	FHCYFAWMWFQ	Cortinarius velenovskyi	GBAGA4668-13
Cortinarius variegatus	FHCYFAWMVKS	Cortinarius variegatus	GBAGA3966-13
Cortinarius variecolor	FHCYFAWMTVI	Cortinarius variecolor	GBAGA11712-15
Cortinarius urbicus	FHCYFAWMRKO	Cortinarius urbicus	FABOL480-21
Cortinarius uraceus	FHCYFAWMQPQ	Cortinarius uraceus	GBAGA9271-13
Cortinarius umbrinolens	FHCYFAWMPUS	Cortinarius umbrinolens	GBAGA11707-15
Cortinarius uliginosus	FHCYFAWMOEW	Cortinarius uliginosus	FABOL008-21
Cortinarius uliginosus	FHCYFAWMNKK	Cortinarius uliginosus	FABOL008-21
Cortinarius uliginosus	FHCYFAWMMPM	Cortinarius uliginosus	FABOL008-21
Cortinarius trivialis	FHCYFAWMJJU	Cortinarius trivialis	GBAGA11703-15
Cortinarius tofaceus	FHCYFAWMFJP	Cortinarius tofaceus	FABOL278-21
Cortinarius tofaceus	FHCYFAWMEOR	Cortinarius tofaceus	FABOL278-21
Cortinarius terpsichores	FHCYFAWMCDX	Cortinarius terpsichores	GBAGA11695-15
Cortinarius subtortus	FHCYFAWLYDT	Cortinarius subtortus	GBAGA11690-15
Cortinarius subbalaustinus	FHCYFAWLUYB	Cortinarius subbalaustinus	BCO023-09
Cortinarius sertipes	FHCYFAWLQXX	Cortinarius sertipes	GBAGA4086-13
Cortinarius saniosus	FHCYFAWLMCV	Cortinarius saniosus	BCO042-09
Cortinarius saniosus	FHCYFAWLLHX	Cortinarius saniosus	BCO042-09
Cortinarius saniosus	FHCYFAWLKMZ	Cortinarius saniosus	BCO042-09
Cortinarius pulchripes	FHCYFAWLBRG	Cortinarius pulchripes	GBAGA4091-13
Cortinarius prasinus	FHCYFAWKVGI	Cortinarius prasinus	FABOL331-21
Cortinarius pluvius	FHCYFAWKSWA	Cortinarius pluvius	ANTIC236-20
Cortinarius paleaceus	FHCYFAWKMLB	Cortinarius paleaceus	GBAGA3923-13
Cortinarius multiformis	FHCYFAWKDPJ	Cortinarius multiformis	FABOL316-21
Cortinarius lucorum	FHCYFAWJXSG	Cortinarius lucorum	GBAGA11368-15
Cortinarius leucopus	FHCYFAWJUMZ	Cortinarius leucopus	GBAGA11360-15
Cortinarius junghuhnii	FHCYFAWJRHH	Cortinarius junghuhnii	FABOL052-21
Cortinarius ionophyllus	FHCYFAWJOWZ	Cortinarius ionophyllus	NOBAS1651-15
Cortinarius imbutus	FHCYFAWJMMF	Cortinarius imbutus	GBAGA11343-15
Cortinarius huronensis	FHCYFAWJLRH	Cortinarius huronensis	ANTIC079-20
Cortinarius hinnuleus	FHCYFAWJHKA	Cortinarius hinnuleus	CAFUN080-17
Cortinarius hinnuleus	FHCYFAWJGPC	Cortinarius hinnuleus	CAFUN080-17
Cortinarius hinnuleus	FHCYFAWJFUP	Cortinarius hinnuleus	CAFUN080-17
Cortinarius hemitrichus	FHCYFAWJDJV	Cortinarius hemitrichus	FABOL219-21
Cortinarius hemitrichus	FHCYFAWJCOX	Cortinarius hemitrichus	FABOL219-21
Cortinarius hemitrichus	FHCYFAWJBTZ	Cortinarius hemitrichus	FABOL219-21
Cortinarius helvelloides	FHCYFAWJAED	Cortinarius helvelloides	FABOL015-21
Cortinarius glaucopus	FHCYFAWIXTV	Cortinarius glaucopus	FABOL520-21
Cortinarius glaucopus	FHCYFAWIWYX	Cortinarius glaucopus	FABOL520-21
Cortinarius gentilis	FHCYFAWIWDZ	Cortinarius gentilis	FABOL528-21
Cortinarius fulvescens	FHCYFAWIUOD	Cortinarius fulvescens	GBAGA3636-13
Cortinarius fasciatus	FHCYFAWISDV	Cortinarius fasciatus	GBAGA4662-13
Cortinarius vernus	FHCYFAWIQNZ	Cortinarius vernus	CAFUN019-17
Cortinarius dionysae	FHCYFAWIKXY	Cortinarius dionysae	FABOL043-21
Cortinarius delibutus	FHCYFAWIINE	Cortinarius delibutus	ANTIC144-20
Cortinarius croceus	FHCYFAWIFHY	Cortinarius croceus	GBAGA3932-13
Cortinarius comptulus	FHCYFAWIAFT	Cortinarius comptulus	ANTIC248-20
Cortinarius saturninus	FHCYFAWHXUZ	Cortinarius saturninus	GBAGA11480-15
Cortinarius cinnamomeoluteus	FHCYFAWHTUU	Cortinarius cinnamomeoluteus	MQCOR435-18
Cortinarius casimiri	FHCYFAWHOZS	Cortinarius casimiri	BCO021-09
Cortinarius calochrous	FHCYFAWHLUA	Cortinarius calochrous	GBAGA3990-13
Cortinarius glandicolor	FHCYFAWHHMT	Cortinarius glandicolor	BFSEG014-23
Cortinarius brunneus	FHCYFAWHGRV	Cortinarius brunneus	ANTIC222-20
Cortinarius brunneus	FHCYFAWHFWX	Cortinarius brunneus	ANTIC222-20
Cortinarius biformis	FHCYFAWHBWS	Cortinarius biformis	GBAGA11223-15
Cortinarius bibulus	FHCYFAWHAGW	Cortinarius bibulus	GBAGA11222-15
Cortinarius decipiens	FHCYFAWGTVY	Cortinarius decipiens	BCO041-09
Cortinarius armillatus	FHCYFAWGTBA	Cortinarius armillatus	ANTIC030-20
Cortinarius armeniacus	FHCYFAWGRLQ	Cortinarius armeniacus	BFSEG012-23
Cortinarius anomalus	FHCYFAWGOFY	Cortinarius anomalus	GBAGA11186-15
Cortinarius alnetorum	FHCYFAWGLAR	Cortinarius alnetorum	GBAGA11178-15
Cortinarius allutus	FHCYFAWGKFT	Cortinarius allutus	GBAGA3993-13
Cortinarius alborufescens	FHCYFAWGHUZ	Cortinarius alborufescens	GBAGA11174-15
Cortinarius acutus	FHCYFAWGGFE	Cortinarius acutus	ANTIC029-20
Cortinarius acutus	FHCYFAWGFKG	Cortinarius acutus	ANTIC029-20
Phlebia subserialis	FHCYFAWFEDC	Phlebia subserialis	GBFSD50999-24
Membranomyces spurius	FHCYFAWEWCI	Membranomyces spurius	KFNGI265-19
Coprinopsis xenobia	FHCYFAVXRJL	Coprinopsis xenobia	GBAGA12795-15
Coprinellus xanthothrix	FHCYFAVXQON	Coprinellus xanthothrix	FABOL695-21
Coprinopsis vermiculifer	FHCYFAVXOYR	Coprinopsis vermiculifer	GBAGA6227-13
Coprinellus truncorum	FHCYFAVXKYN	Coprinellus truncorum	GBAGA4308-13
Coprinellus subimpatiens	FHCYFAVXHSV	Coprinellus subimpatiens	GBAGA7433-13
Coprinopsis strossmayeri	FHCYFAVXGCZ	Coprinopsis strossmayeri	FABOL119-21
Coprinopsis stercorea	FHCYFAVXENO	Coprinopsis stercorea	GBAGA12792-15
Coprinopsis semitalis	FHCYFAVWZSB	Coprinopsis semitalis	GBAGA6228-13
Coprinopsis scobicola	FHCYFAVWYXO	Coprinopsis scobicola	GBAGA12786-15
Coprinellus sclerocystidiosus	FHCYFAVWXHS	Coprinellus sclerocystidiosus	GBAGA7436-13
Coprinopsis radiata	FHCYFAVWSMQ	Coprinopsis radiata	GBAGA12784-15
Coprinellus radians	FHCYFAVWRRS	Coprinellus radians	GBAGA4570-13
Coprinopsis pseudoradiata	FHCYFAVWQBW	Coprinopsis pseudoradiata	GBAGA8681-13
Coprinopsis pseudonivea	FHCYFAVWPGY	Coprinopsis pseudonivea	GBAGA3233-13
Coprinopsis pseudofriesii	FHCYFAVWOMA	Coprinopsis pseudofriesii	GBAGA12783-15
Parasola plicatilis	FHCYFAVWMBS	Parasola plicatilis	GBAGA3220-13
Coprinellus plagioporus	FHCYFAVWLGU	Coprinellus plagioporus	GBAGA7461-13
Coprinopsis picacea	FHCYFAVWJQY	Coprinopsis picacea	FABOL246-21
Coprinellus pellucidus	FHCYFAVWGLG	Coprinellus pellucidus	GBAGA4293-13
Coprinopsis ochraceolanata	FHCYFAVWDFZ	Coprinopsis ochraceolanata	GBAGA12782-15
Coprinopsis nivea	FHCYFAVWBQD	Coprinopsis nivea	FABOL251-21
Coprinellus micaceus	FHCYFAVVZFV	Coprinellus micaceus	FABOL646-21
Parasola megasperma	FHCYFAVVYKX	Parasola megasperma	GBAGA3223-13
Coprinellus marculentus	FHCYFAVVXPZ	Coprinellus marculentus	FABOL180-21
Parasola lilatincta	FHCYFAVVVFF	Parasola lilatincta	GBAGA3225-13
Parasola leiocephala	FHCYFAVVUKH	Parasola leiocephala	GBAGA3226-13
Coprinopsis lagopus	FHCYFAVVTPJ	Coprinopsis lagopus	GBAGA3235-13
Parasola kuehneri	FHCYFAVVRFB	Parasola kuehneri	GBAGA3268-13
Coprinopsis krieglsteineri	FHCYFAVVQKD	Coprinopsis krieglsteineri	GBAGA4296-13
Coprinellus hiascens	FHCYFAVVLPA	Coprinellus hiascens	GBAGA7445-13
Coprinellus heterothrix	FHCYFAVVKUC	Coprinellus heterothrix	GBAGA4297-13
Coprinellus heterosetulosus	FHCYFAVVJSB	Coprinellus heterosetulosus	GBAGA12760-15
Parasola hercules	FHCYFAVVIXD	Parasola hercules	GBAGA3269-13
Coprinellus heptemerus	FHCYFAVVICR	Coprinellus heptemerus	GBAGA3236-13
Coprinopsis geesterani	FHCYFAVVFRX	Coprinopsis geesterani	GBAGA12778-15
Parasola galericuliformis	FHCYFAVVEWZ	Parasola galericuliformis	GBAGA3270-13
Coprinellus flocculosus	FHCYFAVVCMF	Coprinellus flocculosus	FABOL465-21
Coprinellus domesticus	FHCYFAVUSOX	Coprinellus domesticus	GBAGA7397-13
Coprinellus disseminatus	FHCYFAVURTZ	Coprinellus disseminatus	FABOL642-21
Coprinellus curtus	FHCYFAVUPJR	Coprinellus curtus	FABOL178-21
Coprinopsis cordispora	FHCYFAVUMYX	Coprinopsis cordispora	GBAGA12777-15
Coprinellus congregatus	FHCYFAVULJB	Coprinellus congregatus	GBAGA4302-13
Coprinus comatus	FHCYFAVUKOP	Coprinus comatus	CHIBO003-20
Coprinus comatus	FHCYFAVUJTR	Coprinus comatus	CHIBO003-20
Coprinus comatus	FHCYFAVUIYT	Coprinus comatus	CHIBO003-20
Coprinopsis cinerea	FHCYFAVUIDV	Coprinopsis cinerea	FABOL177-21
Coprinopsis cinereofloccosa	FHCYFAVUHIX	Coprinopsis cinereofloccosa	NOBAS5243-18
Coprinopsis candidata	FHCYFAVUFFG	Coprinopsis candidata	NOBAS4404-17
Coprinopsis calospora	FHCYFAVUEKI	Coprinopsis calospora	GBAGA6231-13
Coprinellus callinus	FHCYFAVUDPK	Coprinellus callinus	GBAGA7456-13
Coprinellus bisporus	FHCYFAVUCGR	Coprinellus bisporus	GBAGA12757-15
Coprinopsis bicornis	FHCYFAVUAQV	Coprinopsis bicornis	GBAGA8678-13
Parasola auricoma	FHCYFAVTZBL	Parasola auricoma	GBAGA3230-13
Coprinopsis atramentaria	FHCYFAVTYGN	Coprinopsis atramentaria	FABOL368-21
Coprinellus amphithallus	FHCYFAVTWQR	Coprinellus amphithallus	GBAGA7442-13
Coniophora puteana	FHCYFAVTLYL	Coniophora puteana	GBBOL1612-13
Coniophora puteana	FHCYFAVTLRI	Coniophora puteana	GBBOL1612-13
Coniophora olivacea	FHCYFAVTJGZ	Coniophora olivacea	GBBOL1031-13
Coniophora arida	FHCYFAVSXGB	Coniophora arida	GBBOL088-13
Coniophora arida	FHCYFAVSVQF	Coniophora arida	GBBOL088-13
Coniochaeta velutina	FHCYFAVSQNZ	Coniochaeta velutina	GBSO6830-13
Coniochaeta ligniaria	FHCYFAVSOYD	Coniochaeta ligniaria	GBSO507-13
Coleosporium senecionis	FHCYFAVSGQS	Coleosporium senecionis	GBFSB9603-24
Cordyceps militaris	FHCYFAVSAMX	Cordyceps militaris	GBHYP10469-15
Elaphocordyceps capitata	FHCYFAVRWMH	Elaphocordyceps capitata	GBHYP2605-13
Pholiotina vexans	FHCYFAVRSEZ	Pholiotina vexans	GBAGA8710-13
Pholiotina utricystidiata	FHCYFAVRQPD	Pholiotina utricystidiata	GBAGA8713-13
Conocybe tenera	FHCYFAVRQBI	Conocybe tenera	GBAGA8790-13
Conocybe tenera	FHCYFAVRPGK	Conocybe tenera	GBAGA8790-13
Conocybe tenera	FHCYFAVROLM	Conocybe tenera	GBAGA8790-13
Conocybe subpubescens	FHCYFAVRNRA	Conocybe subpubescens	GBAGA8786-13
Conocybe subpallida	FHCYFAVRMWC	Conocybe subpallida	NOBAS2873-16
Conocybe subovalis	FHCYFAVRMBE	Conocybe subovalis	GBAGA8785-13
Pholiotina striipes	FHCYFAVRKLI	Pholiotina striipes	NOBAS9112-21
Conocybe echinata	FHCYFAVRIAO	Conocybe echinata	GBAGA8779-13
Conocybe siliginea	FHCYFAVRGRV	Conocybe siliginea	GBAGA8750-13
Conocybe semiglobata	FHCYFAVRFCL	Conocybe semiglobata	GBAGA8787-13
Conocybe siliginea	FHCYFAVRCRR	Conocybe siliginea	GBAGA8750-13
Pholiotina pygmaeoaffinis	FHCYFAVRBIY	Pholiotina pygmaeoaffinis	GBAGA8826-13
Conocybe pubescens	FHCYFAVRAOA	Conocybe pubescens	GBAGA8802-13
Conocybe pulchella	FHCYFAVQZLZ	Conocybe pulchella	NOBAS4138-17
Conocybe pilosella	FHCYFAVQXBR	Conocybe pilosella	CAFUN054-17
Conocybe pallidospora	FHCYFAVQWGT	Conocybe pallidospora	GBAGA8736-13
Conocybe mesospora	FHCYFAVQTBB	Conocybe mesospora	NOBAS2861-16
Conocybe juniana	FHCYFAVQRLQ	Conocybe juniana	GBAGA8784-13
Conocybe macrocephala	FHCYFAVQQQS	Conocybe macrocephala	GBAGA8793-13
Conocybe leporina	FHCYFAVQPIA	Conocybe leporina	GBAGA8798-13
Conocybe leporina	FHCYFAVQONC	Conocybe leporina	GBAGA8798-13
Conocybe lactea	FHCYFAVQMJL	Conocybe lactea	MGEN420-14
Conocybe albipes	FHCYFAVQMCI	Conocybe albipes	NOBAS2890-16
Conocybe velutipes	FHCYFAVQLHK	Conocybe velutipes	GBAGA8747-13
Conocybe intrusa	FHCYFAVQKTP	Conocybe intrusa	GBAGA8764-13
Conocybe intrusa	FHCYFAVQJKW	Conocybe intrusa	GBAGA8764-13
Conocybe inocybeoides	FHCYFAVQIIV	Conocybe inocybeoides	FABOL492-21
Conocybe fuscimarginata	FHCYFAVQFYN	Conocybe fuscimarginata	FABOL211-21
Pholiotina rugosa	FHCYFAVQDNT	Pholiotina rugosa	NOBAS2397-16
Conocybe brachypodii	FHCYFAVQCSV	Conocybe brachypodii	GBAGA8776-13
Pholiotina dentatomarginata	FHCYFAVPZNO	Pholiotina dentatomarginata	GBAGA8717-13
Conocybe pseudocrispa	FHCYFAVPXXS	Conocybe pseudocrispa	GBAGA8745-13
Conocybe microspora	FHCYFAVPVMY	Conocybe microspora	GBAGA8815-13
Pholiotina brunnea	FHCYFAVPUSM	Pholiotina brunnea	CAFUN051-17
Conocybe ambigua	FHCYFAVPPWY	Conocybe ambigua	NOBAS8811-21
Conidiobolus thromboides	FHCYFAVPLBW	Conidiobolus thromboides	GBSO7716-13
Conidiobolus coronatus	FHCYFAVPKAG	Conidiobolus coronatus	GBSO1685-13
Corynespora olivacea	FHCYFAVOVVF	Corynespora olivacea	GBPLE3423-13
Corynespora cassiicola	FHCYFAVOUFV	Corynespora cassiicola	GBFSD42309-24
Coniothyrium wernsdorffiae	FHCYFAVNZJE	Coniothyrium wernsdorffiae	GBPLE700-13
Coniothyrium palmarum	FHCYFAVNPLW	Coniothyrium palmarum	GBPLE1415-13
Coniothyrium minitans	FHCYFAVNLEP	Coniothyrium minitans	GBPLE3416-13
Coniothyrium clematidis-rectae	FHCYFAVMYPK	Coniothyrium clematidis-rectae	GBPLE1522-13
Coniella fragariae	FHCYFAVMDTF	Coniella fragariae	GBDIA264-13
Coniella diplodiella	FHCYFAVMDEY	Coniella diplodiella	GBDIA1084-13
Colletotrichum truncatum	FHCYFAVLZZS	Colletotrichum truncatum	GBGLO1128-13
Colletotrichum trifolii	FHCYFAVLZLX	Colletotrichum trifolii	GBGLO034-13
Colletotrichum trichellum	FHCYFAVLYXR	Colletotrichum trichellum	GBGLO1200-13
Colletotrichum orbiculare	FHCYFAVLWGF	Colletotrichum orbiculare	GBGLO120-13
Colletotrichum nymphaeae	FHCYFAVLVEQ	Colletotrichum nymphaeae	GBGLO1621-13
Colletotrichum lini	FHCYFAVLTOU	Colletotrichum lini	GBGLO791-13
Colletotrichum lindemuthianum	FHCYFAVLTAZ	Colletotrichum lindemuthianum	GBGLO035-13
Colletotrichum gloeosporioides	FHCYFAVLQJC	Colletotrichum gloeosporioides	GBGLO058-13
Colletotrichum fuscum	FHCYFAVLPVH	Colletotrichum fuscum	GBGLO068-13
Colletotrichum dematium	FHCYFAVLOFL	Colletotrichum dematium	GBGLO105-13
Colletotrichum dematium	FHCYFAVLMQB	Colletotrichum dematium	GBGLO105-13
Colletotrichum crassipes	FHCYFAVLMBU	Colletotrichum crassipes	GBGLO002-13
Colletotrichum coccodes	FHCYFAVLLNZ	Colletotrichum coccodes	COLB005-22
Colletotrichum circinans	FHCYFAVLLAF	Colletotrichum circinans	GBGLO1156-13
Colletotrichum acutatum	FHCYFAVLHNV	Colletotrichum acutatum	GBGLO1029-13
Coleophoma empetri	FHCYFAVLCZK	Coleophoma empetri	GBF131-08
Clitocybe vermicularis	FHCYFAVKHWC	Clitocybe vermicularis	GBAGA12972-15
Clitocybe rivulosa	FHCYFAVKAQG	Clitocybe rivulosa	GBAGA12965-15
Clitocybe phyllophila	FHCYFAVJYTS	Clitocybe phyllophila	NOBAS5079-18
Clitocybe phaeophthalma	FHCYFAVJXYU	Clitocybe phaeophthalma	GBAGA4515-13
Clitocybe odora	FHCYFAVJWIY	Clitocybe odora	ANTIC198-20
Clitocybe odora	FHCYFAVJVOA	Clitocybe odora	ANTIC198-20
Clitocybe odora	FHCYFAVJUTC	Clitocybe odora	ANTIC198-20
Clitocybe nebularis	FHCYFAVJTRN	Clitocybe nebularis	GBAGA1067-13
Clitocybe nebularis	FHCYFAVJSWP	Clitocybe nebularis	GBAGA1067-13
Clitocybe metachroa	FHCYFAVJPYA	Clitocybe metachroa	GBAGA12963-15
Clitocybe metachroa	FHCYFAVJPDC	Clitocybe metachroa	GBAGA12963-15
Clitocybe metachroa	FHCYFAVJOIE	Clitocybe metachroa	GBAGA12963-15
Clitocybe marginella	FHCYFAVJNNG	Clitocybe marginella	NOBAS1385-15
Clitocybe houghtonii	FHCYFAVJJUF	Clitocybe houghtonii	FABOL698-21
Clitocybe gibba	FHCYFAVJHCI	Clitocybe gibba	NOBAS3577-16
Clitocybe fragrans	FHCYFAVJFMX	Clitocybe fragrans	GBAGA12962-15
Clitocybe ditopa	FHCYFAVJBTL	Clitocybe ditopa	FABOL186-21
Clitocybe diatreta	FHCYFAVJAYN	Clitocybe diatreta	NOBAS2167-16
Clitocybe candicans	FHCYFAVIXFA	Clitocybe candicans	GBAGA861-13
Clitocybe augeana	FHCYFAVIVBJ	Clitocybe augeana	NOBAS7748-19
Clathrus ruber	FHCYFAVIFOB	Danionella dracula	GBGC9146-09
Clavispora lusitaniae	FHCYFAVIDYF	Clavispora lusitaniae	GBFSD41597-24
Clavariadelphus truncatus	FHCYFAVHMVB	Clavariadelphus truncatus	ANTIC110-20
Clitopilus scyphoides	FHCYFAVHIUX	Clitopilus scyphoides	FABOL024-21
Clitopilus scyphoides	FHCYFAVHHZZ	Clitopilus scyphoides	FABOL024-21
Clitopilus scyphoides	FHCYFAVHHFB	Clitopilus scyphoides	FABOL024-21
Clitopilus prunulus	FHCYFAVHFPF	Clitopilus prunulus	GBAGA2268-13
Clitopilus passeckerianus	FHCYFAVHEGM	Clitopilus passeckerianus	GBAGA4629-13
Clitopilus hobsonii	FHCYFAVHDEW	Clitopilus hobsonii	GBAGA4636-13
Clavulina cristata	FHCYFAVGUCB	Clavulina cristata	GBCAN1828-13
Clavulina coralloides	FHCYFAVGSTI	Clavulina coralloides	ANTIC040-20
Clavulina cinerea	FHCYFAVGRYK	Clavulina cinerea	GBCAN094-13
Claviceps purpurea	FHCYFAVGQBX	Claviceps purpurea	GBFSB17237-24
Claviceps purpurea	FHCYFAVGOTE	Claviceps purpurea	GBFSB17237-24
Claviceps purpurea	FHCYFAVGNYG	Claviceps purpurea	GBFSB17237-24
Ramariopsis tenuiramosa	FHCYFAVGLNM	Ramariopsis tenuiramosa	NOBAS10173-23
Clavulinopsis laeticolor	FHCYFAVGHUL	Clavulinopsis laeticolor	NOBAS7537-19
Ramaria testaceoflava	FHCYFAVFUYO	Ramaria testaceoflava	ANTIC186-20
Clavaria inaequalis	FHCYFAVEYZW	Clavaria inaequalis	GBAGA857-13
Clavaria argillacea	FHCYFAVETQZ	Clavaria argillacea	NAMPA768-21
Cladonia merochlorophaea	FHCYFAVDTEI	Cladonia merochlorophaea	GBLEC2696-13
Clonostachys rosea	FHCYFAVDKWW	Clonostachys rosea	CLC013-08
Clonostachys pityrodes	FHCYFAVDJUV	Clonostachys pityrodes	GBHYP574-13
Clonostachys divergens	FHCYFAVDHRE	Clonostachys divergens	GBHYP9808-15
Clonostachys compactiuscula	FHCYFAVDGPP	Clonostachys compactiuscula	CEFI011-09
Clonostachys buxi	FHCYFAVDFGW	Clonostachys buxi	GBHYP8402-13
Cladosporium variabile	FHCYFAVCWEA	Cladosporium variabile	GBUN861-13
Cladosporium uredinicola	FHCYFAVCVQG	Cladosporium uredinicola	GBUN059-13
Cladosporium tenuissimum	FHCYFAVCUOQ	Cladosporium tenuissimum	GBUN1008-13
Cladosporium sphaerospermum	FHCYFAVCSYU	Cladosporium sphaerospermum	GBUN055-13
Cladosporium phlei	FHCYFAVCOKJ	Cladosporium phlei	GBUN2344-13
Cladosporium oxysporum	FHCYFAVCNPL	Cladosporium oxysporum	DBOF069-12
Cladosporium macrocarpum	FHCYFAVCKDC	Cladosporium macrocarpum	GBUN1900-13
Cladosporium herbarum	FHCYFAVCHZL	Cladosporium herbarum	GBUN024-13
Cladosporium cucumerinum	FHCYFAVBYCD	Cladosporium cucumerinum	GBUN1116-13
Cladosporium cladosporioides	FHCYFAVBWMH	Cladosporium cladosporioides	GBUN1027-13
Cladorrhinum foecundissimum	FHCYFAVBQIM	Cladorrhinum foecundissimum	GBSO5242-13
Cladorrhinum bulbillosum	FHCYFAVBPUR	Cladorrhinum bulbillosum	GBSO10209-13
Cladorrhinum brunnescens	FHCYFAVBPGL	Cladorrhinum brunnescens	GBSO5241-13
Cladophialophora boppii	FHCYFAVBNXS	Cladophialophora boppii	GBSO13564-15
Cladobotryum varium	FHCYFAVBMBF	Cladobotryum varium	GBF161-08
Cladobotryum mycophilum	FHCYFAVBIOV	Cladobotryum mycophilum	GBHYP3130-13
Ciboria caucus	FHCYFAVAUYB	Ciboria caucus	KFNGI041-19
Ciboria americana	FHCYFAVARZM	Ciboria americana	GBHEL477-13
Citeromyces matritensis	FHCYFAVAONC	Citeromyces matritensis	GBSAC2259-13
Circinella umbellata	FHCYFAVAMCI	Circinella umbellata	GBMUC1571-13
Circinella muscae	FHCYFAVAJYS	Circinella muscae	GBMUC1577-13
Circinella minor	FHCYFAVAJKX	Circinella minor	GBMUC1569-13
Cistella acuum	FHCYFAUZYSR	Cistella acuum	GBHEL1088-13
Cheilymenia stercorea	FHCYFAUYXZI	Cheilymenia stercorea	GBPEZ2777-15
Chondrostereum purpureum	FHCYFAUYLDM	Chondrostereum purpureum	GBAGA5178-13
Chloroscypha cryptomeriae	FHCYFAUYHJZ	Chloroscypha cryptomeriae	KFNGI491-19
Chlorociboria aeruginosa	FHCYFAUYGBG	Chlorociboria aeruginosa	GBHEL2151-15
Chlorociboria aeruginascens	FHCYFAUYFGI	Chlorociboria aeruginascens	FABOL720-21
Chaetosphaerella phaeostroma	FHCYFAUYDXQ	Chaetosphaerella phaeostroma	KFNGI222-19
Chlorophyllum molybdites	FHCYFAUYARY	Chlorophyllum molybdites	GBAGA10752-15
Chrysomyxa rhododendri	FHCYFAUXXMR	Chrysomyxa rhododendri	CHITS008-08
Chrysomyxa pyrolae	FHCYFAUXWYL	Chrysomyxa pyrolae	GBPLU1688-15
Chrysomyxa pirolata	FHCYFAUXWKQ	Chrysomyxa pirolata	CHITS013-08
Chaetosphaeria ovoidea	FHCYFAUXQNN	Chaetosphaeria ovoidea	NOASC010-11
Chaetosphaeria myriocarpa	FHCYFAUXPTA	Chaetosphaeria myriocarpa	GBSO13519-15
Chaetosphaeria innumera	FHCYFAUXOQZ	Chaetosphaeria innumera	GBSO1945-13
Chaetomium murorum	FHCYFAUWYWO	Chaetomium murorum	ITSIM213-15
Chaetomium globosum	FHCYFAUWTGN	Chaetomium globosum	CITCC001-15
Chaetomium bostrychodes	FHCYFAUWLMW	Chaetomium bostrychodes	GBSO15292-15
Chaetomium atrobrunneum	FHCYFAUWKZC	Chaetomium atrobrunneum	MGEN008-14
Chaetocladium jonesii	FHCYFAUWFJB	Chaetocladium jonesii	GBMUC1408-13
Chaetocladium brefeldii	FHCYFAUWEHA	Chaetocladium brefeldii	GBMUC1409-13
